"A second Trump administration will 'come after' people in the media in the courts, an ally says - AP News","A second Trump administration will 'come after' people in the media in the courts, an ally says  AP News",https://news.google.com/rss/articles/CBMinwFBVV95cUxPLVFlOGJBVC1qUHktbk1kbEp3YXBNa0NHRVpZMzYwT2ZDR0NtVnl1ZXVjZTFfdVBtRjZ5c1l2elhhZGlpNzVfSEZPbnlRVnJpYTM1bGRPWFdXUFpHU256VWJkQmkxTENLSEV3WUtTLXlLSThSb083b3pWRGhpOFZ4Tl9VXzRmTEdmbnJEMlNMSTh6cVItRENlX1NKeGZ6eE0?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 05 Dec 2023 08:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
Deconstructing Paul Ryan’s Condemnation of Donald Trump - The New Yorker,Deconstructing Paul Ryan’s Condemnation of Donald Trump  The New Yorker,https://news.google.com/rss/articles/CBMiogFBVV95cUxNMm00VlJBTVB3VWVveTZCVWZxLTRhSHVGME5iU0lSeDRhM25nc0ZqX1ExXzZMVFlxU3gxQXBzcWxXejdEREJnd21RQmxfR0NMSFA4Q2x1VXR1SlRmaHlEM0lXOElxNE5oNTVkazl4RjdZei0xUFh0WHhyeXRVYUdXanl4TF80Z2tZalBpRWd0aWxnSE1yV3R4Q0hIa3FlYnhhTkE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 18 Dec 2023 08:00:00 GMT","{'href': 'https://www.newyorker.com', 'title': 'The New Yorker'}"
Trump transformed the Supreme Court. Now the justices could decide his political and legal future - AP News,Trump transformed the Supreme Court. Now the justices could decide his political and legal future  AP News,https://news.google.com/rss/articles/CBMirwFBVV95cUxNbTZNOFhUV1NhaVlJbTdkc3RObmY4TzVKaFlSWGFTSVVNQnlYYmtMS3l4QTVxSmtRaGg4VnI5ZTcyTWxQUmVSX2ZaaXZWSkRBWWpqZVBpYlptaXN3djZjVnJkdnowVnRpSjB4cXp3V2JxWEs2MjU4SW5iSUo2WGVMc2pLRGYxdV9fSWVFemEzZ1pXbVM2ZVZMOFZiWG5SeF94RWxSejl4bXprT00yNURj?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 21 Dec 2023 08:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
"We’ve Defended Trump’s First Amendment Rights, but his Latest Jan. 6 Indictment Claims are Nonsense - American Civil Liberties Union","We’ve Defended Trump’s First Amendment Rights, but his Latest Jan. 6 Indictment Claims are Nonsense  American Civil Liberties Union",https://news.google.com/rss/articles/CBMizgFBVV95cUxNTkVxeHhDOEt3bGhOelFFel9FcG9Yc3JXUC1RYTA0WE5BMFVvU0V3OFByRUxtTEt6ZEtLX1ZTVUtnSXBrZVRlOFdzQWZTYU45UlhHOWpOQWNvQ1BnbmVNWFNORXZkWmdqZUppZl91bmF0azduQTFMRHE1OFRHT05od3ZyWDBHcnE5cmhmcGpmV2tqTXZuZDBlSzdmdEx0djEzZzlVXzZRY3NSamRldFJVQzlzQzFvdm01dVZZZkdfRnBlTjhIV1hUUDNXOXJsdw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 09 Nov 2023 08:00:00 GMT","{'href': 'https://www.aclu.org', 'title': 'American Civil Liberties Union'}"
"‘No easy exit ramp’ for SCOTUS after Colorado high court disqualifies former president from primary ballot, scholar says - Harvard Gazette","‘No easy exit ramp’ for SCOTUS after Colorado high court disqualifies former president from primary ballot, scholar says  Harvard Gazette",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQZWJnWU9xQkVTb3htcWpfMndjbnlmdUZkVVhnRVBReDdKVDJKRWp4djhhdDFTdzdZM0pxRHROdFZ5azVCa0lJMWhja1RhcmlZYU5YMG9kMU51bGFDcW1aNjU3X3l5cDlobncxVGxEbU1Uencxc3hnREg1aXpZMUZVbmN5LVFFTjIzMUdseVp1N25EQTBQVy1PUENyZ2U1YktJLWVZanBsY3kxZw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Dec 2023 08:00:00 GMT","{'href': 'https://news.harvard.edu', 'title': 'Harvard Gazette'}"
Maine bars Trump from 2024 primary ballot - PBS,Maine bars Trump from 2024 primary ballot  PBS,https://news.google.com/rss/articles/CBMihgFBVV95cUxOTnRUZWFITktuTDZLUS1BYVZZT2tKNU1ldWZOOXoxbm1JQ1c3SHk0LXM0ZEpaTmdRcFhqSkpvV0w4cUJOR1ZiV2JPSlJvRWZvR2h3U21TRjNQYzBDbmZvZGE2ZGt1T2dGSEFfUkh4eWZpMXpQMy13VHYwQlFpdUIweVB3czF0Zw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 28 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump is blocked from the GOP primary ballot in two states. Can he still run for president? - AP News,Trump is blocked from the GOP primary ballot in two states. Can he still run for president?  AP News,https://news.google.com/rss/articles/CBMirAFBVV95cUxOc3dxcXhQb0t5Z2FQdnRYQVhIWmZsMklQWXhyMHZRYXlncGZ3TGdXeFYzNGR5Y1p0WjhXUWQ5cW9IT0VGRlBXeGxCOVVKZVpxempsbWpCOW9tOWhjU2lVamx5c29rRnJCc01lSUxrSnhJTWhjWHZTS0dhTl81bnd6NnVKVEQtdlUwa3RTYnhjYTFJMVpHcE5uYVM3ak52dW10bjVuRndSX2g5TWVH?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 29 Dec 2023 08:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
"Few U.S. adults want a Biden-Trump rematch in 2024, AP-NORC poll shows - PBS","Few U.S. adults want a Biden-Trump rematch in 2024, AP-NORC poll shows  PBS",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQT3pCejk4b2ViTUlUd2JfQ1lldko5VUJJSkJyUlF1M0gwNjJCUUhsb0xvTzZoUEszb0lXLVlpSHU2UjNZT20zMFFDd2NibmtadUVXUk5FYTBualByMzhZdTlOY3RNYTF0QXdhVjM4MDRTT21LcmxFNEphZTRtNUp6TGdWemc5OHdWNkViVmlTMUFmU25QYl9DYlFmQWYzQUVYRjVHeW5QTmhIdw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 14 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Understanding Trump’s pardon abuses - Protect Democracy,Understanding Trump’s pardon abuses  Protect Democracy,https://news.google.com/rss/articles/CBMid0FVX3lxTE1CRG9TLTc0Z0tOME9xaFJkVWduYUpyRDJxYkJQVFBvN3ppWGVxT3p6ZGk1YnFtUjNfLVlVQklxLWpqdXBxM2NXY0xSN0Zkem13YVBsWkhlUERzNVNESlBXSWg2T3hKV0hhTDE4OFBUQVFiemRxSUIw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 29 Nov 2023 08:00:00 GMT","{'href': 'https://protectdemocracy.org', 'title': 'Protect Democracy'}"
White House race heats up with cries of dictatorship - BBC,White House race heats up with cries of dictatorship  BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1aeXFKcVF1c01RRFFyRWtKVllVMFppNjJjX0RGcUN1eXZsX2E4MEFDR2t0UWM3Sk9wUHVDZU53b1hhOGZHVy1yWWhMcFB4RDZKZGJDS3EtQi0zQ2FtQ1HSAWNBVV95cUxNYzZDZ3gzQkdXZDZhQnhkSmhhMXhSVHFNdXR6RHpZbWFWZjRXTUJEVkdZWEtIbks1RVhzRGpSMVZVMjFhd1FjOWZSOXVxaEZWQXp6UzNxZ19KMFg0VFh1RkhEaEk?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 08 Dec 2023 08:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
"In deciding Trump’s ballot eligibility, the Supreme Court should apply the law without fear or favor - Protect Democracy","In deciding Trump’s ballot eligibility, the Supreme Court should apply the law without fear or favor  Protect Democracy",https://news.google.com/rss/articles/CBMiigFBVV95cUxOUEs0N19COGs0WTVpMXRscHotc25taVk2U25SeDNPZ19WQkNwQk1lYzQwRVdreEtTa2FaeWZmRHFqQ292ZV9NanJyZzBqeG82MEhlVHd0Qm5jMGhvZWtjUEd0ajZ6WEZSbmRWMWxzZ01aYldmWUZpRXppWGxmTWF6WTdQVGhpS1BrNVE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Dec 2023 08:00:00 GMT","{'href': 'https://protectdemocracy.org', 'title': 'Protect Democracy'}"
Maine’s top election official removes Trump from 2024 primary ballot - CNN,Maine’s top election official removes Trump from 2024 primary ballot  CNN,https://news.google.com/rss/articles/CBMijAFBVV95cUxNRm1odGdockUtcGFBTkZnNndJdEF5emUydmJJYkhtYXFRR3ZLZnZYZ2xnM0Y5YWpNZXZsdUJ3ck5SWVJVczB1NjhrRHJyLTVEY3BncmFjTnFPd00ySlNWYXZpRmk0VnBiazNGNkV0Q0R6aUlCeEV0amhNelF0QUhoZ2ZNTVNrdTJtSjgyWNIBgwFBVV95cUxOTmFYQTJ1M0xxNmZnaUFfSjZlWEdfS21HVEwwdlRfdGRXWERIRHE4czh6UWpZUzl1VW5FNm9PVUt0RjJnd284UXJPeEVYMm5GRmJzd3Nvc284WC1IMlhwM0xUZUhRRU1NbGwzRl9YYjNxcnVhSW5EWGRpWkp6NDFMeEd0Zw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 29 Dec 2023 08:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Jonathan Karl Discusses New Book on Former President Donald Trump at GW - GW Today,Jonathan Karl Discusses New Book on Former President Donald Trump at GW  GW Today,https://news.google.com/rss/articles/CBMikwFBVV95cUxPNkg3Wkc4VnN2cURqRXowSkxBcFVJa0RLNFZuU0w0bDB3QWM0NVVxcEIteFZGSU1GZWpCSVA5andBWVhUSHJQemxReV9xWWlJQlJBbE5UMkI5WGJoR0hhM2swMGoxMF9kOFYtSUh2NEx5clh3bUJFUmI3WklGSC1OZDc1ZEE0RVdTd1g0UTBMM2tuSTg?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 05 Dec 2023 08:00:00 GMT","{'href': 'https://gwtoday.gwu.edu', 'title': 'GW Today'}"
The Constitution's insurrection clause threatens Trump's campaign. Here is how that is playing out - AP News,The Constitution's insurrection clause threatens Trump's campaign. Here is how that is playing out  AP News,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPY2JiaGRkLWE1MW9zM0FQendkUE9GSTJCSUFwRzQ0RUpCQjI0b1psRzU2WXo5RHR6UC1nSFRuYUlUVUVXajYtWjJZV2c5STZ0eVlzWEpaWTRISllULXM5alE5Vm4yaldkbEY0RnhvZ0lCMG1qNE9TLXFrOE5ja0N6ekxBeTg1c0ZhMl9EblN5aEJyMU9BcnI3bWRXUTZfeDZwRlNrampCMzY2dGs?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Dec 2023 08:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
Supreme Court declines to rule on whether Trump can be prosecuted for now - PBS,Supreme Court declines to rule on whether Trump can be prosecuted for now  PBS,https://news.google.com/rss/articles/CBMisAFBVV95cUxOV3RwMERldzF3LUkxV3pDODY2bVFBVi1fU3d6bFQtMjQ4eFpyM0lGUWNpNjBpREkwUldyX2NvMnRfcVpQdGc5VExoQjVQdjlCeVh0QUtFSkR4SHVXSFYteldXVDdTS0h4SnItWUw3blZERDBIeGZua1RPaUR4Y0ttMWZtd2dzMDJKY0FXa3lRNXZRZ0NUdlVrb1NKWVdqc1BLN1JUMUtFcmJuby1HOHE4dw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 22 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump Wants to Use the Military Against His Domestic Enemies. Congress Must Act. - Brennan Center for Justice,Trump Wants to Use the Military Against His Domestic Enemies. Congress Must Act.  Brennan Center for Justice,https://news.google.com/rss/articles/CBMixgFBVV95cUxPUkZiNDNfdEJXZ2l1Tkd0dGFXeURRcWtrU0RjdkZ2RnItLWtWU3BpOXJkZTRnTGNpcXdTSkFad05WRHJPZFBuTEFoS3lHdF9PU0xET0hrN2g4T1QydG9fWndzdmlOSmYydUVkTVBuaDRXZno2Y0EzTjZLX3lDZGVfazFUODFCWUFkZko4aDduaW93VU12OFBXbjNDdWRTZmpFSG1oaGV5VEFLRUlKMVVEQWlTdTF3STNKMmo0SldFTV9tT0hiZ1E?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 17 Nov 2023 08:00:00 GMT","{'href': 'https://www.brennancenter.org', 'title': 'Brennan Center for Justice'}"
Trump tells Argentina’s President-elect Javier Milei he plans to visit Buenos Aires - PBS,Trump tells Argentina’s President-elect Javier Milei he plans to visit Buenos Aires  PBS,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOMmVnSVpHWWMwQ0FlZF9NR3VBYzFQTk1uc25qWTZLT0dWVEs4dkYydTdXaHRsWnVJQWQ4eG1KNTBVY25WYmtJU0pVNFdhUFdIOTdMNi1IMC02OFlzdFA2VnZaaGNXMDEtYmItejZ4YmdKZ1ZtSHVwbHIwUVRNMlFaOFNXZHB6MG5HQTFJdnJIUEc1Q1JKN2gwZURXR2JXaW1YS0w3N0ViZmprY1Q5aWxZcUpOMDZlbDBS?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 23 Nov 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
What Would a Second Trump Administration Mean for North Korea? - Council on Foreign Relations,What Would a Second Trump Administration Mean for North Korea?  Council on Foreign Relations,https://news.google.com/rss/articles/CBMihwFBVV95cUxPZ3EzODFwd3VnczdMdEhMMV91RjIwem5vSTN4WDdYNkJoQnJieE15M2FSdTJvSkNnbFJSZ1hMS3VJbFpEX0o4ZE81bDdNZFhsZVU4MUcwVE5HLU1kcFJqeVpQSU8zM2p4OHJiLUR2N3BnWHpCM0l5dkxUTzQtVGNwYUdvd0RNQW8?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 29 Nov 2023 08:00:00 GMT","{'href': 'https://www.cfr.org', 'title': 'Council on Foreign Relations'}"
Trump vows to kill Asia trade deal being pursued by Biden if elected - Reuters,Trump vows to kill Asia trade deal being pursued by Biden if elected  Reuters,https://news.google.com/rss/articles/CBMirwFBVV95cUxPck11S3BhcGVPelRlTnRRdjVkRVR6c3VlZG5pOU1rTTRFOHBXSzM5VlpRZUFSOXNqdjlzcV9nTl9SVDItWnVBN1hXOTNIdmx1Wl8tTEFWUGZ6OWJaTk0ycEc5SXRKeDJ3djF3VXRTSGh4REhKd2pJRWpOOG0zSzJ1anlkdnZfZ1B6Q2hSWk1rR1VHQWQ5djlaR0NEb2RkdEFjY0p1ZHlTTW5xcDlVa1JB?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Sun, 19 Nov 2023 08:00:00 GMT","{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
Trump testifies in New York civil fraud trial - CNN,Trump testifies in New York civil fraud trial  CNN,https://news.google.com/rss/articles/CBMiigFBVV95cUxNeXlsWHU2SVA3YlRBV1k1QXlyeWFVSXNsNlpra296eFplS0lyNXRwMmZkNUktOGlYTkFxUjdvd0JJdEdlcnVRdjNOdmp0cVBzTGtNUkw5N3VmMXZCYmJxYWpfdFRFVXp1WGd4UXN1NDlKNUlTeFpKX0hPN0FPZk5VbDUxUXhiNExvMnc?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 06 Nov 2023 08:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
"WATCH: Biden responds to Colorado court ruling, says ‘self-evident’ Trump supported ‘insurrection’ - PBS","WATCH: Biden responds to Colorado court ruling, says ‘self-evident’ Trump supported ‘insurrection’  PBS",https://news.google.com/rss/articles/CBMizAFBVV95cUxPaGUzVTlvRmFSeE02VkxSMkVMZFlDS2ZwQUlqWXlVWDQ1NkUtVVBsVzQ1eXp2eTh2YkdHOHZfWDNMS1ZqZ21nckJDX2stOGYyTlVEWUJjWmRyZzZVV3lGR01YclVtZEZLZFFmV1VVWFVXQUVzWDI0QjNmeVZaVWJXQWxGZFZ4UGVvenVuUUNKdTZaVGtGVElHa1JwSks5SHhIUE9VWUlMNjhrOVJZeW4tRjFwWGwwV0pLYWlOMXJBRHNnYnJNMlczVVJSOTI?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump-Era Policy on Global Aid Curtailed Family Planning Services in Africa - Boston University,Trump-Era Policy on Global Aid Curtailed Family Planning Services in Africa  Boston University,https://news.google.com/rss/articles/CBMiugFBVV95cUxQcUhPUzV0WVBUaDlwbmc5ZFlEWjJYQmtTMEpNdEZQQ1BhaTl0MlR6NnZKTjNsR25Ya3pTUy0zTzIxVG9BNzhPSnRBc3A5VThRYjh5Wkt5T0pjWlJQWWhNTHZEdUhVUEptbWI3Nk1rLXVJNmk3NmdZSmZ3all6U2l1V2dreVJpTjViZERvaGhQTEVQZUZmdmhyMFpOR09IUVR5MFdGdjRxME9jeVgydEFsVWY2Q2t1WUFwSVE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 06 Dec 2023 08:00:00 GMT","{'href': 'https://www.bu.edu', 'title': 'Boston University'}"
"New Speaker Mike Johnson formally endorses Donald Trump, a step beyond predecessor Kevin McCarthy - AP News","New Speaker Mike Johnson formally endorses Donald Trump, a step beyond predecessor Kevin McCarthy  AP News",https://news.google.com/rss/articles/CBMilAFBVV95cUxQM1BVN2tocEtzYWtualZkX2tSWTRhdDRoYkZmOWcxUHFfNUkycm1iY3RwcGJXNk93dVBJdDcxU2UyU1pNNkVMMy1xSEt2c3Q4REZkRXhNVHhhcjhWMmtWa1dHWjktWFVHb1VwN05UelYyX3JoV1EyS0pTS2ZfMXdfdGt1VHRPamtfYUMzOV9jbkk2bFRi?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 14 Nov 2023 08:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
Federal appeals court rules Trump can be sued for inciting violence on Jan. 6 - PBS,Federal appeals court rules Trump can be sued for inciting violence on Jan. 6  PBS,https://news.google.com/rss/articles/CBMitAFBVV95cUxObVZlTHdxWnlVbVZjeThwRzBoa09Pc2xzeFo2Z3NDd0RiVDdLdkxtZW0wZnJKYWhiaTMySk5IZm9VRXJzcFdyV1Z2OGRMWVZXTjVKbDF2cVp6SjNVRExGQXdUN0ZqU0I2b2FBektIY0VjdkhmZkRvOXVoQUNJTkg5Z2VNUndhdER3QkI2VTRsTDJmV28zbjN3TXRnWGFuWmZ4VHBybFVET1AtN2gwVFQwWEFLaXo?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 01 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
"At Iowa rally, Trump doubles down on comments about immigrants poisoning the nation's blood - PBS","At Iowa rally, Trump doubles down on comments about immigrants poisoning the nation's blood  PBS",https://news.google.com/rss/articles/CBMixgFBVV95cUxQWk1qc19qSVBGOEJpZDQ5REd0MWNzWmpxOHRMRlZkOHdlc2dlZHY0bUxiaTcwSkk3Q1pkQTdPdDZDRDVDbGt2VUhOV0hRR0w4eDZLemg5Ry1CR1lvaDd0YTJLM18yRW1fay1GZEt2cVV4NWViNE9fM05uOXpBSjhfMEFZNlA0OW4zSlcyMXV6c0hGVmU1dGFnbjZqNEJwN1l5TlVIc2Q0MDdfQXFMdy1ZMF9RUmNFeEJtZkhfQ3lTQldidkRwMUE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump administration considered ideological ‘screenings’ of noncitizens - The Guardian,Trump administration considered ideological ‘screenings’ of noncitizens  The Guardian,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPYWxpbmx3bzlKME5CMFZhdDdBZHVqWHNvWlN3eWZWUFptbmR5NlRZT1lYbTVxeUhGbUdLemV0c0hHVUpwcVBhelh6WlNzT251YWxDOTVudjVQU1N6bXpia0UySENReGF0Ym5kMzdNQXhON1ZybXBUbzZtTEVLdzNKRWFiVjFjZVVWc0JMZ0lpVDhQY2ZxZVY4b0pfWXZ4Nlk5cGEzZWVlVktSWkszcFVMd25pYXJXRGJxNlJQYWNQUjlGQQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 06 Nov 2023 08:00:00 GMT","{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}"
Biden tells donors ‘if Trump wasn’t running I’m not sure I’d be running. We cannot let him win’ - PBS,Biden tells donors ‘if Trump wasn’t running I’m not sure I’d be running. We cannot let him win’  PBS,https://news.google.com/rss/articles/CBMixgFBVV95cUxOVzR2eWotZXJ2MEFTQlRjWTE0WTBIOXViZTNrUndaLUNudjA5R0s0LVJOaHUtTHAxeWtWWnE0UzZvUFpJaEx3Y095M2I4VkxvN0hhck4xNjRWT09kLURKZGEwYTJoQi1HLTBuYzZ6LUdPUkwyUzlubWxZb3dzRkYydWFnUDR1MjFaNTlPUk5VS0xWZFRYVkh6ZDAzWktuZ1J2amI1VEhWb2NVNjJFXzhhb1dzRV9xaUVpdEU0aVp5ZUEzLThyb2c?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 05 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump barred from Colorado primary ballot for role in US Capitol attack - Reuters,Trump barred from Colorado primary ballot for role in US Capitol attack  Reuters,https://news.google.com/rss/articles/CBMiqAFBVV95cUxObGtxMWZVU1ZHVkNUa0pseXBRdWZBTGZranFVMGtFYTNnTjc3dDhXTGtLMmJKaDFkVER0NUhQcmVMTHIzRERxay1QbW42SzAweWpZWlUzT3VZUGRHMDJBUXgybE8wbG42Z3haZEJHZmpfQjZwQnJSYXFLQmUtYzBxZFJVOVBsSmtkSU1KR084eTdOQjVhSGJqNUUwTG1Uek9QTG52RWl3OFU?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Dec 2023 08:00:00 GMT","{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
Colorado Supreme Court removes Trump from 2024 ballot - CNN,Colorado Supreme Court removes Trump from 2024 ballot  CNN,https://news.google.com/rss/articles/CBMikgFBVV95cUxQeFhRcFNGazg5T29hekpfMGEyS1FwbkJhdFc0a1NzYUl5WHBWMWZEdmtPcXBlckRJMzdrU0JoQWRqZUozUWVSS29nZlJmb1hNajlENHZTUlRsNHRqeXZzSXZ3MWs0V25mME5MenBkWk82MUU0cTV0ZDI4UFJObUphSTIwODdOOXVILUpzbVJCZE5CZw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 19 Dec 2023 08:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Texas Gov. Abbott endorses Trump at campaign stop on southern border - PBS,Texas Gov. Abbott endorses Trump at campaign stop on southern border  PBS,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQYzNtSTVGdWp6S05BY29DWldoazlBdWRyU01GM0NCajJsdUU0eG5JbzdnLV83bXBobm9CdzlQLVMybkN5MS1FaVp3Qy1qbF9WbEJpbnY5b2FrWEpLZ20tcWZwT0J0TUFqNldVcGxTZUYyNVpBSm5MaDA5ZldlUTczTjlRRC1vVkI4ZWZEVlM1QmlWSlZkU2Y0OVdTejREMWhpQ3N3Ml92UGM?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Sun, 19 Nov 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Why Trump Seems Less Vulnerable on Abortion Than Other Republicans (Published 2023) - The New York Times,Why Trump Seems Less Vulnerable on Abortion Than Other Republicans (Published 2023)  The New York Times,https://news.google.com/rss/articles/CBMikAFBVV95cUxOTnpXTWdiaHU3aEIydXZDQk5YLUkxZnBUVFRWUmxWMzJHUzhKQm10US02cWlmT3BURjNla0ZjSmU2UnV6TFVacTJiWTFIa2xzUGlLcEZjVVBhaFc3Ui1lajYxOUdOY05ra3ZBWjdKcEdvQWRUTDZCR3YwZmhNMXJWS0ZUT2Q1TjA3YTkxTnNkMDI?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 20 Nov 2023 08:00:00 GMT","{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
"Trump’s lawyers again ask for early verdict in civil fraud trial, judge says ‘no way’ - PBS","Trump’s lawyers again ask for early verdict in civil fraud trial, judge says ‘no way’  PBS",https://news.google.com/rss/articles/CBMixAFBVV95cUxNbmVESzN2ZDR0bVNfQUNXSWs3WDVMQXJ2RHZOY2ppcWRVMUcybEU1RUhIOGliWTJTR05BUlE3YzZjcXRlTjB5ZS1GU3VYSVZqb01udWFWQTI2aF9DVVczR2lhVHBDajZJb1pPQTNkb0lsX2RuN2JuZWVyNUhIS3VNNGdRVFJpdTMteHFvYUQwLUY0WllvNjNfVGhJMndEcC1XczBidm9wWVphVVlJb2dyQmVXcjJSLTgwWHpPR0J3ZkdWOVFR?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 12 Dec 2023 08:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
A New Tax on Imports and a Split From China: Trump’s 2025 Trade Agenda (Published 2023) - The New York Times,A New Tax on Imports and a Split From China: Trump’s 2025 Trade Agenda (Published 2023)  The New York Times,https://news.google.com/rss/articles/CBMif0FVX3lxTE1RaTFIOGNWbWVxWExENEYyUkRrdmhlUnRpamhGVEhDQWloeDk0VzVYaFIxakpNU2xObWwzRTNJTGRidnRmMXV4Uk9mSjhERUlBQ1Y3aHBmNThKb2N3Z1M4cTZvQWRMTWh4QzQ2MGRPakR5VFh0dXNuQTd5aWxaZ3M?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 26 Dec 2023 08:00:00 GMT","{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
How Trump Plans to Wield Power in 2025: What We Know - The New York Times,How Trump Plans to Wield Power in 2025: What We Know  The New York Times,https://news.google.com/rss/articles/CBMia0FVX3lxTE42TmV3NE5ncWxHUkhBU1BnN0hvYUVEZ29rOXl5Smg5eDN0VzhVWWlFWTRaektOTzBFUlRGV0RqS2t2Xzlhd1doM2t0NEc4UkVHQ3lVZWl5T2ppdUF4Ym5yLVhOcDBoOGJTNDZV?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 26 Dec 2023 08:00:00 GMT","{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
Trump’s extreme rhetoric conjures the prospect of a presidency like no other - CNN,Trump’s extreme rhetoric conjures the prospect of a presidency like no other  CNN,https://news.google.com/rss/articles/CBMiigFBVV95cUxOai1NZ1FnbkhXTS1ybGp2T3lwR2F0U21vSW11dWlGbjNZdXNFQ2FYS2RNN1NTUFpqX2RPX3RVMXlobHEwVS1kQ2J0UWdDVTljc3phMFlyaThERlp2MEZYTm1hejdsUTdwaWdUdGh5ZWg0MmlCT2U3ZnY0MmNjSmRRLTkzZEgtYTZxVWfSAYABQVVfeXFMUGpfWTJmWXVWNGM0aE56VWNsOW1OOF8wQ3pvN3BnZWt1cTZ4ZExMc2VZZmM4Ykc0Q1hSTkhfWHppM2ZqRVF6R3BlSERNNTdQMGZSclFjZ3FXckNadTk1dWtlMzdzZ3NmZV9GWnR3REV3aHNKejBTSmV0a2pYbWxzM3E?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 14 Nov 2023 08:00:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}"
